STN---;YEARMODA;TEMP;DEWP;VISIB;;WDSP;;MXSPD;GUST;MAX;MIN;PRCP;SNDP;FRSHTT
85360;19920409;57,9;37,8;6,4;24;10,6;24;13;21;68.0*;50.0*;0.00I;999,9;0
85360;19920410;58;45,2;6,2;24;8,6;24;18,1;999,9;68.0*;51.8*;0.00I;999,9;0
85360;19920411;58,6;46,7;6,4;24;9,1;24;20;25,1;68.0*;51.8*;0.00I;999,9;0
85360;19920412;60,2;46,6;6,3;24;8,2;24;14;22;69.8*;53.6*;0.00I;999,9;0
85360;19920413;60,7;46,9;6,3;24;6,4;24;14;999,9;75.2*;53.6*;0.00I;999,9;0
85360;19920414;59,5;45,1;6,2;24;8;24;15,9;22,9;69.8*;53.6*;0.00I;999,9;0
85360;19920415;57,9;49,4;6,5;24;9,8;24;20;34;64.4*;51.8*;99,99;999,9;10000
85360;19920416;58,7;36,7;6,2;24;10,1;24;20;24,9;68.0*;50.0*;0.00I;999,9;0
85360;19920417;61,3;29;6,2;23;7,3;23;14;999,9;73.4*;51.8*;0.00I;999,9;0
85360;19920418;68,8;33,1;6,2;24;8,2;24;11,1;999,9;80.6*;59.0*;0.00I;999,9;0
85360;19920419;72,7;29,6;6,2;24;7,3;24;12;999,9;84.2*;64.4*;0.00I;999,9;0
85360;19920420;68,6;34;6,2;24;4,7;24;15;999,9;82.4*;57.2*;0.00I;999,9;0
85360;19920421;65,3;37,9;6,2;24;7,6;24;15;24,1;77.0*;55.4*;0.00I;999,9;0
85360;19920422;59,9;45,9;6,2;24;8,8;24;15;999,9;71.6*;50.0*;0.00I;999,9;0
85360;19920423;60,3;48,2;6,6;24;6,4;24;11,1;19;71.6*;53.6*;0.00I;999,9;0
85360;19920424;59,4;47,9;6,5;24;4,8;24;9,9;999,9;71.6*;50.0*;0.00I;999,9;0
85360;19920425;61,2;50,2;6,5;24;5;24;9,9;999,9;69.8*;51.8*;0.00I;999,9;0
85360;19920426;63,7;51,2;6,5;24;5,6;24;17,1;20;73.4*;55.4*;0.00I;999,9;0
85360;19920427;64,6;50,1;6,5;24;9,7;24;19;21;77.0*;57.2*;0.00I;999,9;0
85360;19920428;61,2;46,9;6,7;24;12,4;24;19;35,9;69.8*;53.6*;0.00I;999,9;0
85360;19920429;61,6;34,9;6,2;24;12,3;24;18,1;27;73.4*;51.8*;0.00I;999,9;0
85360;19920430;65,5;37,6;6,2;24;8,3;24;19;28,9;82.4*;55.4*;0.00I;999,9;0
85360;19920501;64,6;51,2;6,3;24;9,7;24;27;40;78.8*;59.0*;0.00I;999,9;0
85360;19920502;59,7;40,5;6,5;24;15;24;24,1;39;66.2*;53.6*;0.00I;999,9;0
85360;19920503;59,7;29;6,3;24;11,4;24;21;31,1;69.8*;51.8*;0.00I;999,9;0
85360;19920504;62,3;27,1;6,2;24;7,8;24;15,9;20;73.4*;50.0*;0.00I;999,9;0
85360;19920505;66,4;32,1;6,3;24;6,3;24;15;22;78.8*;55.4*;0.00I;999,9;0
85360;19920506;67,9;38,8;6,3;24;5;24;15;25,1;80.6*;60.8*;99,99;999,9;10010
85360;19920507;69,7;36,7;6,3;24;7,2;24;18,1;24,1;84.2*;60.8*;0.00I;999,9;0
85360;19920508;69,3;38,1;6,2;24;8,2;24;18,1;27;82.4*;59.0*;0.00I;999,9;0
85360;19920509;63,6;48,3;5,9;24;8,3;24;14;999,9;75.2*;57.2*;0.00I;999,9;0
85360;19920510;61,9;47,8;6,5;22;9,2;22;15;22,9;71.6*;55.4*;0.00I;999,9;0
85360;19920511;64;47,7;6,4;24;10,1;24;15;20;77.0*;55.4*;0.00I;999,9;0
85360;19920512;68,4;42,3;6,2;24;4,3;24;12;999,9;87.8*;53.6*;0.00I;999,9;0
85360;19920513;70,3;47,5;5,6;24;7,3;24;15;19;80.6*;60.8*;99,99;999,9;10000
85360;19920514;65;52,3;5,8;24;4,6;24;9,9;999,9;73.4*;55.4*;0.00I;999,9;0
85360;19920515;68,2;47,8;6,2;23;2,8;23;9,9;999,9;86.0*;53.6*;0.00I;999,9;0
85360;19920516;76,3;44,9;6,2;24;5,4;24;15;999,9;91.4*;64.4*;0.00I;999,9;0
85360;19920517;76,5;39;6,2;24;3,3;24;13;999,9;89.6*;66.2*;0.00I;999,9;0
85360;19920518;68,4;48,6;5,8;24;7,3;24;14;21;78.8*;59.0*;0.00I;999,9;0
85360;19920519;68,7;48,3;6,2;24;3,5;24;8,9;999,9;86.0*;55.4*;0.00I;999,9;0
85360;19920520;74,7;47,9;6,3;24;5,1;24;9,9;999,9;93.2*;60.8*;0.00I;999,9;0
85360;19920521;66,6;53,5;5,4;24;6,7;24;12;999,9;73.4*;62.6*;0.00I;999,9;0
85360;19920522;64,9;57;6,8;24;11,6;24;20;29,9;71.6*;60.8*;99,99;999,9;10000
85360;19920523;64,3;55;6,8;24;11,6;24;15,9;27;69.8*;60.8*;99,99;999,9;10000
85360;19920524;64,4;50,7;7;24;8,2;24;12;999,9;71.6*;59.0*;0.00I;999,9;0
85360;19920525;65,1;51,6;7;24;7,4;24;13;999,9;71.6*;60.8*;0.00I;999,9;0
85360;19920526;64,7;58,6;6,8;24;7,1;24;13;999,9;71.6*;60.8*;99,99;999,9;10000
85360;19920527;63,5;59,8;7;23;9,7;23;17,1;999,9;69.8*;60.8*;99,99;999,9;10000
85360;19920528;62,2;9999,9;3,7;24;8,4;24;15;25,1;64.4*;60.8*;99,99;999,9;10000
85360;19920529;62,8;9999,9;4,2;24;2,5;24;8;999,9;66.2*;60.8*;99,99;999,9;10000
85360;19920530;62,7;52,9;6,8;24;4,3;24;11,1;999,9;69.8*;55.4*;0.00I;999,9;0
85360;19920531;63,5;9999,9;5,1;24;5,4;24;13;999,9;69.8*;59.0*;99,99;999,9;10000
85360;19920601;63,5;9999,9;7;24;7,5;24;15;999,9;71.6*;57.2*;99,99;999,9;10000
85360;19920602;62,9;9999,9;6,9;24;9,4;24;15,9;22;71.6*;57.2*;0.00I;999,9;0
85360;19920603;62,6;9999,9;6,9;24;7,3;24;18,1;22;71.6*;55.4*;0.00I;999,9;0
85360;19920604;62,2;9999,9;6,8;24;7,9;24;14;999,9;69.8*;57.2*;99,99;999,9;10000
85360;19920605;62,8;9999,9;6,8;24;6,5;24;13;17,1;69.8*;55.4*;99,99;999,9;10000
85360;19920606;62;44,3;6,8;24;10,2;24;19;26;69.8*;53.6*;0.00I;999,9;0
85360;19920607;62,3;35,2;6,8;24;9,2;24;15;999,9;69.8*;55.4*;0.00I;999,9;0
85360;19920608;62,9;45,9;6,7;24;8,8;24;15;999,9;69.8*;57.2*;99,99;999,9;10000
85360;19920609;61,5;9999,9;6,9;22;9,3;22;14;999,9;69.8*;53.6*;99,99;999,9;10000
85360;19920610;64,1;9999,9;6,9;24;6,2;24;15,9;999,9;71.6*;59.0*;99,99;999,9;10000
85360;19920611;62,4;9999,9;6,1;24;6,1;24;11,1;999,9;66.2*;57.2*;99,99;999,9;10000
85360;19920612;64,3;9999,9;6,8;24;8;24;15;25,1;69.8*;59.0*;99,99;999,9;10000
85360;19920613;70,8;9999,9;6,7;24;9,3;24;18,1;28;80.6*;62.6*;0.00I;999,9;0
85360;19920614;64,5;9999,9;6,5;24;7,6;24;15,9;26;69.8*;59.0*;99,99;999,9;10000
85360;19920615;66,1;9999,9;5,5;24;3,1;24;7;999,9;71.6*;62.6*;99,99;999,9;10000
85360;19920616;69,4;9999,9;4,9;24;4,5;24;11,1;999,9;78.8*;62.6*;0.00I;999,9;0
85360;19920617;67,2;9999,9;2,6;24;4,8;24;11,1;999,9;75.2*;62.6*;0.00I;999,9;0
85360;19920618;69,8;9999,9;3,6;24;5,5;24;9,9;17,1;84.2*;60.8*;0.00I;999,9;0
85360;19920619;70,5;9999,9;5;24;6,7;24;15;999,9;82.4*;60.8*;0.00I;999,9;0
85360;19920620;68,3;9999,9;3,9;24;4,2;24;13;999,9;78.8*;59.0*;0.00I;999,9;0
85360;19920621;73;9999,9;6,5;24;8,6;24;18,1;21;82.4*;66.2*;0.00I;999,9;0
85360;19920622;66,4;9999,9;6,1;24;10,1;24;20;29,9;82.4*;60.8*;0.00I;999,9;0
85360;19920623;65,1;9999,9;6,5;24;10,9;24;15,9;24,1;73.4*;60.8*;99,99;999,9;10000
85360;19920624;68,1;9999,9;5,6;24;9,4;24;20;29,9;78.8*;60.8*;0.00I;999,9;0
85360;19920625;65,7;9999,9;6,5;24;7,7;24;15;999,9;75.2*;57.2*;0.00I;999,9;0
85360;19920626;65,8;46,6;6,1;24;7,2;24;15,9;999,9;80.6*;57.2*;0.00I;999,9;0
85360;19920627;68,9;9999,9;5,4;24;6,4;24;15;999,9;86.0*;57.2*;0.00I;999,9;0
85360;19920628;69;9999,9;5,2;24;6,3;24;11,8;15;80.6*;57.2*;0.00I;999,9;0
85360;19920629;69;49,8;6,9;24;5,6;24;11,8;999,9;75.2*;64.4*;99,99;999,9;10000
85360;19920630;69;50,9;6,3;24;8,6;24;12,8;999,9;75.2*;66.2*;99,99;999,9;10000
85360;19920701;69;50,3;7;24;9,1;24;16,9;22,9;77.0*;62.6*;0.00I;999,9;0
85360;19920702;71,5;51,8;6,2;24;9,1;24;21;31,9;84.2*;60.8*;0.00I;999,9;0
85360;19920703;70,8;58,6;6,4;24;12,1;24;21;31,9;82.4*;62.6*;0.00I;999,9;0
85360;19920704;69,8;55,7;6,5;24;14,1;24;28;42,9;78.8*;64.4*;0.00I;999,9;0
85360;19920705;69,8;55,1;6,3;23;15,2;23;22;33,8;78.8*;62.6*;0.00I;999,9;0
85360;19920706;74,4;52;6,2;24;12,3;24;19,8;32,8;89.6*;62.6*;0.00I;999,9;0
85360;19920707;73,6;56,6;6,2;23;5,5;23;10,9;999,9;80.6*;64.4*;0.00I;999,9;0
85360;19920708;76,5;55,5;6,3;24;5,8;24;15;999,9;89.6*;66.2*;0.00I;999,9;0
85360;19920709;70,8;58,2;5,4;24;7;24;17,9;23,9;84.2*;60.8*;0.00I;999,9;0
85360;19920710;68,1;55,3;6,9;24;14,1;24;23,9;35,9;77.0*;62.6*;0.00I;999,9;0
85360;19920711;70,2;57,4;6,7;24;11,7;24;18,8;28;82.4*;62.6*;0.00I;999,9;0
85360;19920712;72,7;57,6;6,5;24;11,9;24;21;29,9;87.8*;62.6*;0.00I;999,9;0
85360;19920713;80,3;59,7;6,2;24;7,9;24;18,8;28,9;96.8*;68.0*;0.00I;999,9;0
85360;19920714;81,3;56,3;6,1;24;5;24;11,8;999,9;95.0*;69.8*;0.00I;999,9;0
85360;19920715;74,9;60,6;5,7;24;8,9;24;19,8;24,9;84.2*;64.4*;0.00I;999,9;0
85360;19920716;72,6;58,9;6,4;24;11,8;24;24,9;35,9;86.0*;62.6*;0.00I;999,9;0
85360;19920717;74,8;61,9;6,5;24;10,9;24;19,8;28,9;87.8*;64.4*;0.00I;999,9;0
85360;19920718;77,1;64;6,3;24;11,4;24;19,8;29,9;91.4*;68.0*;0.00I;999,9;0
85360;19920719;73;63,7;6,6;24;12,8;24;21;24,9;84.2*;66.2*;0.00I;999,9;0
85360;19920720;71,6;62,9;6,8;24;9,8;24;15,9;999,9;80.6*;66.2*;0.00I;999,9;0
85360;19920721;70,7;56,7;6,9;24;11;24;18,8;30,9;78.8*;62.6*;0.00I;999,9;0
85360;19920722;71,1;55,9;6,2;23;9,1;23;17,9;999,9;84.2*;60.8*;0.00I;999,9;0
85360;19920723;69;56,5;6,4;24;10,1;24;17,9;25,8;78.8*;62.6*;0.00I;999,9;0
85360;19920724;70,9;59,6;6,6;24;13,7;24;22;32,8;78.8*;64.4*;0.00I;999,9;0
85360;19920725;73,5;60,7;6,2;24;11,1;24;18,8;999,9;89.6*;64.4*;0.00I;999,9;0
85360;19920726;76,9;59,3;6,2;24;8,2;24;18,8;999,9;91.4*;66.2*;0.00I;999,9;0
85360;19920727;81,1;54,7;6,2;24;6,1;24;15,9;999,9;96.8*;69.8*;0.00I;999,9;0
85360;19920728;82,2;48,9;6;24;4,2;24;12,8;999,9;95.0*;68.0*;0.00I;999,9;0
85360;19920729;75,6;58,9;5,4;24;5;24;11,8;999,9;86.0*;68.0*;99,99;999,9;10000
85360;19920730;75,2;60,9;4,2;24;5,6;24;14;999,9;91.4*;64.4*;0.00I;999,9;0
85360;19920731;74,8;61,1;5,1;24;5,6;24;16,9;999,9;87.8*;64.4*;0.00I;999,9;0
85360;19920801;80,8;59,9;6;24;3,8;24;14;18,8;96.8*;68.0*;0.00I;999,9;0
85360;19920802;83,7;60;6,3;24;6,1;24;16,9;999,9;102.2*;71.6*;0.00I;999,9;0
85360;19920803;80,5;56,6;6,2;24;8,1;24;17,9;21;96.8*;69.8*;0.00I;999,9;0
85360;19920804;81,7;52,6;6,2;24;8;24;15,9;19,8;98.6*;68.0*;0.00I;999,9;0
85360;19920805;84,7;50,3;6,2;24;6,2;24;17,9;999,9;102.2*;71.6*;0.00I;999,9;0
85360;19920806;83,5;51;6,2;24;6,7;24;22,9;32,8;98.6*;71.6*;0.00I;999,9;0
85360;19920807;77;60,9;5,9;24;7,3;24;15;21;84.2*;68.0*;99,99;999,9;10000
85360;19920808;69,6;55,4;6,9;24;12,2;24;16,9;26,8;77.0*;62.6*;0.00I;999,9;0
85360;19920809;69,4;56,1;6,9;24;9,5;24;15;999,9;77.0*;62.6*;0.00I;999,9;0
85360;19920810;69,9;57,3;6,9;24;6,9;24;17,9;25,8;80.6*;64.4*;0.00I;999,9;0
85360;19920811;69,3;55,9;6,4;24;12,3;24;22;31,9;78.8*;62.6*;0.00I;999,9;0
85360;19920812;71,9;52,2;6,2;24;10,2;24;18,8;23,9;84.2*;62.6*;0.00I;999,9;0
85360;19920813;71,1;56;6,3;24;10,1;24;17,9;24,9;82.4*;64.4*;0.00I;999,9;0
85360;19920814;70,8;59,2;6,9;24;11,6;24;21;28;80.6*;64.4*;0.00I;999,9;0
85360;19920815;73,4;60,7;6,6;24;10;24;16,9;23,9;86.0*;66.2*;0.00I;999,9;0
85360;19920816;77,4;56,8;6,2;24;5,7;24;16,9;999,9;96.8*;62.6*;0.00I;999,9;0
85360;19920817;79;52,6;6,2;24;3,3;24;11,8;15,9;96.8*;64.4*;0.00I;999,9;0
85360;19920818;81,1;57,7;5,9;24;4,3;24;12,8;999,9;100.4*;73.4*;99,99;999,9;10000
85360;19920819;72,2;64,2;5,9;23;6,1;23;9,9;999,9;78.8*;68.0*;0.00I;999,9;0
85360;19920820;71,9;58,9;6,8;24;5,9;24;11,8;999,9;80.6*;64.4*;0.00I;999,9;0
85360;19920821;71,6;57,6;6,5;24;2,9;24;8,9;999,9;82.4*;62.6*;0.00I;999,9;0
85360;19920822;71,5;61;6,6;24;3,8;24;8,9;999,9;80.6*;62.6*;0.00I;999,9;0
85360;19920823;75,2;61,4;6,2;24;6,3;24;18,8;999,9;89.6*;64.4*;0.00I;999,9;0
85360;19920824;81,3;56,3;6,2;24;5,7;24;12,8;999,9;102.2*;68.0*;0.00I;999,9;0
85360;19920825;72,8;62,2;6,6;24;10,7;24;16,9;25,8;78.8*;68.0*;0.00I;999,9;0
85360;19920826;75,2;62,5;6,5;24;7,8;24;11,8;19,8;86.0*;68.0*;0.00I;999,9;0
85360;19920827;72,3;62;6,3;24;5,1;24;11,8;999,9;82.4*;62.6*;0.00I;999,9;0
85360;19920828;69;62,6;6;24;10,2;24;17,9;25,8;75.2*;62.6*;99,99;999,9;10000
85360;19920829;67,6;54;6,8;24;6,5;24;12,8;999,9;77.0*;60.8*;0.00I;999,9;0
85360;19920830;69,3;60,2;6,7;24;8,2;24;12,8;999,9;75.2*;62.6*;0.00I;999,9;0
85360;19920831;69,7;59,9;6,4;24;10;24;15;22,9;77.0*;60.8*;99,99;999,9;10000
85360;19920901;67,7;46,9;6,2;24;6,9;24;15,9;19,8;80.6*;57.2*;0.00I;999,9;0
85360;19920902;70,2;51;6,2;24;6,9;24;11,8;999,9;84.2*;59.0*;0.00I;999,9;0
85360;19920903;73,6;62;6,5;24;10,9;24;22;32,8;86.0*;66.2*;0.00I;999,9;0
85360;19920904;73,2;59,4;6,3;24;11,4;24;18,8;30,9;86.0*;64.4*;0.00I;999,9;0
85360;19920905;75,9;59,4;6,2;24;9,1;24;19,8;24,9;89.6*;66.2*;0.00I;999,9;0
85360;19920906;72,7;59,1;6,3;24;9,9;24;22;999,9;84.2*;66.2*;0.00I;999,9;0
85360;19920907;72,3;60;6,6;24;9,4;24;19,8;23,9;80.6*;64.4*;0.00I;999,9;0
85360;19920908;67,9;56,1;6,9;24;11,5;24;22,9;28,9;75.2*;62.6*;0.00I;999,9;0
85360;19920909;67,7;54,2;6,5;24;11;24;21;25,8;78.8*;60.8*;0.00I;999,9;0
85360;19920910;67,8;55,4;6,3;24;7,3;24;14;16,9;78.8*;60.8*;0.00I;999,9;0
85360;19920911;70,9;58,2;6,4;24;4,6;24;15,9;25,8;82.4*;62.6*;0.00I;999,9;0
85360;19920912;69,7;50,8;6,2;24;10,6;24;19,8;23,9;78.8*;62.6*;0.00I;999,9;0
85360;19920913;66,7;54,1;6,2;24;7,9;24;11,8;22;78.8*;59.0*;0.00I;999,9;0
85360;19920914;71,8;55,5;5,2;24;3,8;24;10,9;999,9;89.6*;59.0*;0.00I;999,9;100000
85360;19920915;83,2;52,7;6;24;6;24;10,9;999,9;100.4*;68.0*;0.00I;999,9;0
85360;19920916;74,3;64,5;6;24;5,7;24;16,9;999,9;82.4*;68.0*;0.00I;999,9;0
85360;19920917;70,4;60,3;6,6;24;7,8;24;17,9;24,9;80.6*;62.6*;0.00I;999,9;0
85360;19920918;66,7;53,5;6,2;24;7,6;24;14;999,9;78.8*;59.0*;0.00I;999,9;0
85360;19920919;67,1;56,2;6,3;24;9,3;24;15;22;77.0*;60.8*;0.00I;999,9;0
85360;19920920;67,3;56,6;6,2;24;10,2;24;16,9;24,9;77.0*;60.8*;0.00I;999,9;0
85360;19920921;66,3;56,8;6,7;24;6,7;24;15;999,9;73.4*;59.0*;99,99;999,9;10000
85360;19920922;64,8;54,9;6,7;24;8,3;24;17,9;22;73.4*;57.2*;99,99;999,9;10000
85360;19920923;65,8;50,6;6,2;24;9,3;24;15,9;26,8;77.0*;59.0*;0.00I;999,9;0
85360;19920924;67,8;54,7;6,2;24;7,2;24;18,8;28;82.4*;59.0*;0.00I;999,9;0
85360;19920925;65;57,8;6,2;24;6,7;24;14;23,9;71.6*;59.0*;99,99;999,9;10000
85360;19920926;60,3;54,9;6;23;8,1;23;19,8;29,9;66.2*;57.2*;99,99;999,9;10000
85360;19920927;62;53,5;6,7;24;4,8;24;9,9;999,9;69.8*;55.4*;99,99;999,9;10000
85360;19920928;63,2;56,5;5,4;24;4,9;24;10,9;999,9;71.6*;55.4*;0.00I;999,9;100000
85360;19920929;67,6;64,4;5,2;24;3,9;24;8,9;999,9;75.2*;64.4*;99,99;999,9;10000
85360;19920930;67,8;62;4,9;24;3,4;24;10,9;999,9;77.0*;62.6*;0.00I;999,9;100000
85360;19921001;66,6;58,7;5,9;24;3,4;24;14;999,9;78.8*;57.2*;0.00I;999,9;0
85360;19921002;68,8;57,5;6,2;24;5,4;24;14;22;82.4*;59.0*;0.00I;999,9;0
85360;19921003;67;58,3;6,9;24;13,2;24;28;37,9;71.6*;62.6*;0.00I;999,9;10
85360;19921004;63,7;51,6;7;24;13,8;24;23,9;33,8;68.0*;60.8*;0.00I;999,9;0
85360;19921005;62,8;52,5;6,4;24;13,1;24;24,9;35,9;69.8*;59.0*;0.00I;999,9;0
85360;19921006;61,8;49,7;6,2;24;13;24;18,8;25,8;69.8*;55.4*;0.00I;999,9;0
85360;19921007;62,4;47,3;6,2;24;7,1;24;15;999,9;71.6*;55.4*;0.00I;999,9;0
85360;19921008;61;50,8;5,3;24;4,9;24;11,8;999,9;69.8*;55.4*;99,99;999,9;110000
85360;19921009;62,8;55,7;6,7;24;4,9;24;11,8;999,9;71.6*;57.2*;99,99;999,9;10000
85360;19921010;62,8;55;6,7;24;7,1;24;15;23,9;69.8*;59.0*;99,99;999,9;10000
85360;19921011;60,2;51,9;6,6;24;10,3;24;17,9;28;64.4*;55.4*;99,99;999,9;10000
85360;19921012;57,9;49,8;6,7;24;4,7;24;10,9;999,9;66.2*;51.8*;99,99;999,9;10000
85360;19921013;60,1;50,6;6,2;24;3,8;24;10,9;999,9;69.8*;50.0*;0.00I;999,9;0
85360;19921014;60,6;49,8;4,4;24;1,7;24;4,9;999,9;73.4*;51.8*;0.00I;999,9;100000
85360;19921015;60,2;54,8;4,8;24;4,5;24;10,9;999,9;66.2*;57.2*;99,99;999,9;10000
85360;19921016;63,4;59,2;6;24;13,4;24;22,9;35,9;66.2*;59.0*;99,99;999,9;10000
85360;19921017;57,8;47;6,5;24;4,5;24;8;999,9;64.4*;50.0*;0.00I;999,9;0
85360;19921018;55;52;5,3;24;5,7;24;9,9;999,9;57.2*;51.8*;99,99;999,9;10000
85360;19921019;58,4;52,2;6,8;24;5;24;14;999,9;66.2*;53.6*;0.00I;999,9;0
85360;19921020;56,1;48,9;6,6;24;4,9;24;11,8;999,9;64.4*;48.2*;99,99;999,9;10000
85360;19921021;54,2;45,3;6,5;24;5,2;24;11,8;21;62.6*;48.2*;0.00I;999,9;0
85360;19921022;58,3;51,8;6,6;24;7,1;24;18,8;29,9;66.2*;50.0*;99,99;999,9;10000
85360;19921023;61,3;54,3;6,9;24;6,8;24;14;22;66.2*;57.2*;99,99;999,9;10000
85360;19921024;61,9;55,8;6,6;24;7,5;24;12,8;999,9;69.8*;55.4*;0.00I;999,9;0
85360;19921025;61,2;52,8;6,5;24;8,4;24;12,8;19,8;68.0*;57.2*;0.00I;999,9;0
85360;19921026;61,5;55,7;6,7;24;5,9;24;9,9;16,9;68.0*;55.4*;0.00I;999,9;0
85360;19921027;64,8;62,7;5;24;9,3;24;15,9;999,9;69.8*;62.6*;99,99;999,9;10000
85360;19921028;63,9;63,6;3,3;24;8,1;24;10,9;999,9;66.2*;62.6*;99,99;999,9;10000
85360;19921029;63,4;62,7;4,2;24;7,4;24;11,8;999,9;64.4*;60.8*;99,99;999,9;10000
85360;19921030;59,2;53;6,8;24;11;24;17,9;28;62.6*;51.8*;99,99;999,9;10000
85360;19921031;54,6;46,5;6,6;24;9,4;24;17,9;28;60.8*;48.2*;99,99;999,9;10000
85360;19921101;55,2;45,3;6,3;24;6,7;24;15,9;19,8;62.6*;50.0*;0.00I;999,9;0
85360;19921102;58,3;52,9;6,6;24;6,1;24;10,9;19,8;66.2*;48.2*;0.00I;999,9;0
85360;19921103;62,8;57,9;6,8;24;6,7;24;12,8;999,9;69.8*;59.0*;0.00I;999,9;0
85360;19921104;64,8;59,9;6,4;23;4,6;23;8,9;999,9;73.4*;59.0*;0.00I;999,9;0
85360;19921105;65,6;56,1;6,2;24;5;24;8,9;999,9;73.4*;59.0*;0.00I;999,9;0
85360;19921106;65,4;54,5;6,1;24;5,1;24;8,9;999,9;73.4*;59.0*;0.00I;999,9;0
85360;19921107;65,2;54,7;6,2;24;4,8;24;8;999,9;73.4*;59.0*;0.00I;999,9;0
85360;19921108;60,1;55,9;4,3;24;4,2;24;10,9;999,9;68.0*;55.4*;0.00I;999,9;0
85360;19921109;58,5;55,2;3,2;24;3,4;24;9,9;999,9;69.8*;51.8*;0.00I;999,9;100000
85360;19921110;59,6;57,6;4,2;24;1,5;24;11,8;999,9;66.2*;53.6*;0.00I;999,9;100000
85360;19921111;60;56,5;6,7;24;3,4;24;10,9;999,9;66.2*;53.6*;0.00I;999,9;0
85360;19921112;62,9;56,9;6,6;21;7,2;21;12,8;999,9;68.0*;57.2*;99,99;999,9;10000
85360;19921113;62,6;57,7;7;4;1,9;4;3,9;999,9;9999,9;9999,9;0.00I;999,9;0
85360;19921114;61,4;59,9;5,5;24;5,3;24;11,8;19,8;62.6*;59.0*;99,99;999,9;10000
85360;19921115;58,2;53,7;6,5;24;6,4;24;14;22;62.6*;53.6*;99,99;999,9;10000
85360;19921116;57,6;52,1;6,8;24;7,9;24;14;22;62.6*;53.6*;99,99;999,9;10000
85360;19921117;60;55,8;6,8;24;9;24;18,8;999,9;64.4*;57.2*;99,99;999,9;10000
85360;19921118;59,9;55,8;6,8;24;6,4;24;14;999,9;64.4*;55.4*;99,99;999,9;10000
85360;19921119;59,1;51,7;6,9;24;5,8;24;10,9;999,9;66.2*;55.4*;0.00I;999,9;0
85360;19921120;57;51,8;6;24;4,9;24;9,9;999,9;62.6*;51.8*;0.00I;999,9;0
85360;19921121;54,3;51,3;4,2;24;2,4;24;5,8;999,9;62.6*;48.2*;0.00I;999,9;100000
85360;19921122;56,4;52,2;4,5;24;3,2;24;8;999,9;68.0*;48.2*;0.00I;999,9;0
85360;19921123;58,5;56,8;2,6;24;1,9;24;7;999,9;62.6*;55.4*;0.00I;999,9;100000
85360;19921124;60,8;59,7;2,7;22;5,6;22;11,8;999,9;66.2*;55.4*;99,99;999,9;110000
85360;19921125;63,1;62,9;2;24;5,8;24;10,9;999,9;64.4*;60.8*;0.00I;999,9;100000
85360;19921126;60,9;60,4;1,5;24;0,3;24;3,9;999,9;64.4*;59.0*;0.00I;999,9;100000
85360;19921127;56,8;55,9;2,9;24;1,3;24;5,8;999,9;62.6*;51.8*;0.00I;999,9;100000
85360;19921128;58;55,4;3,8;24;2,7;24;7;999,9;64.4*;53.6*;0.00I;999,9;0
85360;19921129;55,5;54,8;2,7;24;1,8;24;7;999,9;62.6*;50.0*;0.00I;999,9;100000
85360;19921130;61,6;61;4,3;24;4,8;24;11,8;999,9;66.2*;57.2*;99,99;999,9;10000
85360;19921201;58,9;58,8;2,6;24;1,7;24;7;999,9;62.6*;57.2*;99,99;999,9;110000
85360;19921202;63,2;62,6;4,2;24;8,2;24;11,8;999,9;66.2*;59.0*;99,99;999,9;10000
85360;19921203;60,1;56,1;7;24;7,6;24;15;999,9;64.4*;57.2*;0.00I;999,9;0
85360;19921204;62,1;60,9;4,7;24;14,1;24;21;37,9;64.4*;59.0*;99,99;999,9;10000
85360;19921205;58,8;53,5;6,7;24;7,1;24;12,8;999,9;62.6*;55.4*;99,99;999,9;10000
85360;19921206;61,9;61,4;5,2;24;9;24;12,8;999,9;64.4*;59.0*;99,99;999,9;10000
85360;19921207;59,7;53,3;6,6;24;11,6;24;19,8;31,9;62.6*;53.6*;99,99;999,9;10000
85360;19921208;55,7;49,2;7;24;7,7;24;15;23,9;60.8*;53.6*;99,99;999,9;10000
85360;19921209;56,1;50;6,5;24;8,6;24;16,9;23,9;62.6*;51.8*;0.00I;999,9;0
85360;19921210;57,7;49,2;6,6;24;9,3;24;17,9;22,9;62.6*;53.6*;0.00I;999,9;0
85360;19921211;52,6;39,4;6,2;24;10,6;24;14;999,9;57.2*;48.2*;0.00I;999,9;0
85360;19921212;51,9;39,8;6,2;24;10,1;24;11,8;999,9;59.0*;46.4*;0.00I;999,9;0
85360;19921213;51,6;41,9;6,2;24;4,5;24;8,9;999,9;59.0*;46.4*;0.00I;999,9;0
85360;19921214;50,4;46,4;5,5;24;3,4;24;7;999,9;59.0*;42.8*;0.00I;999,9;0
85360;19921215;53,5;52,1;5,2;24;5,9;24;12,8;999,9;60.8*;48.2*;99,99;999,9;10000
85360;19921216;53,8;45,8;6,8;24;10,9;24;19,8;30,9;59.0*;46.4*;99,99;999,9;10000
85360;19921217;50,8;45,6;6,1;24;3;24;8;999,9;59.0*;42.8*;0.00I;999,9;0
85360;19921218;54,6;50,9;6,5;24;10,5;24;16,9;999,9;59.0*;50.0*;99,99;999,9;10000
85360;19921219;56,3;56,1;3,7;24;3,7;24;12,8;999,9;59.0*;53.6*;99,99;999,9;110000
85360;19921220;54,3;53,6;4,7;24;6,9;24;10,9;999,9;57.2*;51.8*;99,99;999,9;110000
